tab	specimens																											
specimen	primary_grain_size	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site	strat_level	grain_size
CF-131a	1	CF-131a_LP-DIR-T	CF-131		lt	43.4	65.3	3	3	0	41.3	5.3	473	273	K		hargrave 2021-02-12 14:58:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	60.2	silt
CF-131a	1	CF-131a_LP-DIR-T	CF-131		ht	288.5	25	3	9	0	0	12.7	955	933	K		hargrave 2021-02-12 14:58:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	60.2	silt
CF-131a	1	CF-131a_LP-DIR-T	CF-131		mt	139.4	38.3	3	9	-1	7.9	6.5	883	773	K		hargrave 2021-02-12 14:58:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	60.2	silt
CF-131a	1	CF-131a_LP-DIR-T	CF-131		lt	171.6	-9.3	3	3	-1	41.3	5.3	473	273	K		hargrave 2021-02-12 14:58:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	60.2	silt
CF-131a	1	CF-131a_LP-DIR-T	CF-131		ht	111.7	46.4	3	9	-1	0	12.7	955	933	K		hargrave 2021-02-12 14:58:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	60.2	silt
CF-131a	1	CF-131a_LP-DIR-T	CF-131		ht	284	30	3	9	100	0	12.7	955	933	K		hargrave 2021-02-12 14:58:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	60.2	silt
CF-132a	2		CF-132													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	60.7	very fine
CF-132a	2	CF-132a_LP-DIR-T	CF-132		mt	301.7	48.7	3	10	100	3.1	13.5	893	773	K		hargrave 2021-02-13 20:07:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	60.7	very fine
CF-132a	2	CF-132a_LP-DIR-T	CF-132		mt	308.3	41.2	3	10	0	3.1	13.5	893	773	K		hargrave 2021-02-13 20:07:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	60.7	very fine
CF-132a	2	CF-132a_LP-DIR-T	CF-132		mt	129	32.3	3	10	-1	3.1	13.5	893	773	K		hargrave 2021-02-13 20:07:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	60.7	very fine
CF-132a	2	CF-132a_LP-DIR-T	CF-132		ht	128.9	35.9	3	7	-1	0	8	957	945	K		hargrave 2021-02-13 20:07:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	60.7	very fine
CF-132a	2	CF-132a_LP-DIR-T	CF-132		ht	296.6	47.5	3	7	100	0	8	957	945	K		hargrave 2021-02-13 20:07:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	60.7	very fine
CF-132a	2	CF-132a_LP-DIR-T	CF-132		lt	338.7	74	3	3	0	29.1	16.2	473	273	K		hargrave 2021-02-13 20:07:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	60.7	very fine
CF-132a	2	CF-132a_LP-DIR-T	CF-132		ht	303.6	40.6	3	7	0	0	8	957	945	K		hargrave 2021-02-13 20:07:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	60.7	very fine
CF-132a	2	CF-132a_LP-DIR-T	CF-132		lt	326.2	83.8	3	3	100	29.1	16.2	473	273	K		hargrave 2021-02-13 20:07:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	60.7	very fine
CF-132a	2	CF-132a_LP-DIR-T	CF-132		lt	163.5	15.1	3	3	-1	29.1	16.2	473	273	K		hargrave 2021-02-13 20:07:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	60.7	very fine
CF-133a	2	CF-133a_LP-DIR-T	CF-133		mt	290.8	48.6	2	11	100	6.8	5.8	883	673	K		hargrave 2021-02-12 15:01:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	61.1	very fine
CF-133a	2	CF-133a_LP-DIR-T	CF-133		ht	289.7	29.8	2	10	100	0	10.2	955	923	K		hargrave 2021-02-12 15:01:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	61.1	very fine
CF-133a	2	CF-133a_LP-DIR-T	CF-133		mt	298.8	42.4	2	11	0	6.8	5.8	883	673	K		hargrave 2021-02-12 15:01:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	61.1	very fine
CF-133a	2	CF-133a_LP-DIR-T	CF-133		ht	293.9	24.1	2	10	0	0	10.2	955	923	K		hargrave 2021-02-12 15:01:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	61.1	very fine
CF-133a	2	CF-133a_LP-DIR-T	CF-133		ht	181.1	59.9	2	10	-1	0	10.2	955	923	K		hargrave 2021-02-12 15:01:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	61.1	very fine
CF-133a	2		CF-133													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	61.1	very fine
CF-133a	2	CF-133a_LP-DIR-T	CF-133		mt	175.8	41.5	2	11	-1	6.8	5.8	883	673	K		hargrave 2021-02-12 15:01:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	61.1	very fine
CF-134a	2	CF-134a_LP-DIR-T	CF-134		ht	275.2	-3.2	3	10	100	3.5	9.7	960	937	K		hargrave 2021-02-13 19:30:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	62	very fine
CF-134a	2	CF-134a_LP-DIR-T	CF-134		lt	359.3	77.2	3	3	100	41.6	6.6	473	273	K		hargrave 2021-02-13 19:30:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	62	very fine
CF-134a	2	CF-134a_LP-DIR-T	CF-134		mt	291.7	32.2	3	9	100	14.5	3	873	723	K		hargrave 2021-02-13 19:30:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	62	very fine
CF-134a	2	CF-134a_LP-DIR-T	CF-134		mt	296.1	26.1	3	9	0	14.5	3	873	723	K		hargrave 2021-02-13 19:30:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	62	very fine
CF-134a	2	CF-134a_LP-DIR-T	CF-134		ht	274.4	-6.4	3	10	0	3.5	9.7	960	937	K		hargrave 2021-02-13 19:30:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	62	very fine
CF-134a	2	CF-134a_LP-DIR-T	CF-134		lt	353.8	67.3	3	3	0	41.6	6.6	473	273	K		hargrave 2021-02-13 19:30:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	62	very fine
CF-134a	2	CF-134a_LP-DIR-T	CF-134		lt	157.9	18.6	3	3	-1	41.6	6.6	473	273	K		hargrave 2021-02-13 19:30:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	62	very fine
CF-134a	2	CF-134a_LP-DIR-T	CF-134		ht	326.1	69.2	3	10	-1	3.5	9.7	960	937	K		hargrave 2021-02-13 19:30:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	62	very fine
CF-134a	2		CF-134													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	62	very fine
CF-134a	2	CF-134a_LP-DIR-T	CF-134		mt	148.8	72	3	9	-1	14.5	3	873	723	K		hargrave 2021-02-13 19:30:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	62	very fine
CF-135a	2	CF-135a_LP-DIR-T	CF-135		mt	287.2	46.3	3	10	100	10.6	7.1	903	723	K		hargrave 2021-02-13 20:09:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	62.4	very fine
CF-135a	2	CF-135a_LP-DIR-T	CF-135		lt	352.8	43.7	3	3	100	42.3	1.1	473	273	K		hargrave 2021-02-13 20:09:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	62.4	very fine
CF-135a	2	CF-135a_LP-DIR-T	CF-135		ht	285.9	29.5	3	7	100	0	4.6	960	947	K		hargrave 2021-02-13 20:09:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	62.4	very fine
CF-135a	2	CF-135a_LP-DIR-T	CF-135		lt	352	33.8	3	3	0	42.3	1.1	473	273	K		hargrave 2021-02-13 20:09:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	62.4	very fine
CF-135a	2	CF-135a_LP-DIR-T	CF-135		mt	295	40.7	3	10	0	10.6	7.1	903	723	K		hargrave 2021-02-13 20:09:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	62.4	very fine
CF-135a	2	CF-135a_LP-DIR-T	CF-135		mt	147.7	49.3	3	10	-1	10.6	7.1	903	723	K		hargrave 2021-02-13 20:09:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	62.4	very fine
CF-135a	2	CF-135a_LP-DIR-T	CF-135		lt	123.1	9.1	3	3	-1	42.3	1.1	473	273	K		hargrave 2021-02-13 20:09:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	62.4	very fine
CF-135a	2	CF-135a_LP-DIR-T	CF-135		ht	129.6	63	3	7	-1	0	4.6	960	947	K		hargrave 2021-02-13 20:09:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	62.4	very fine
CF-135a	2		CF-135													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	62.4	very fine
CF-135a	2	CF-135a_LP-DIR-T	CF-135		ht	290.2	24.3	3	7	0	0	4.6	960	947	K		hargrave 2021-02-13 20:09:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	62.4	very fine
CF-136a	3	CF-136a_LP-DIR-T	CF-136		lt	10.2	69	2	3	0	21.5	18.3	473	273	K		hargrave 2021-02-13 20:10:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	62.8	fine
CF-136a	3		CF-136													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	62.8	fine
CF-136a	3	CF-136a_LP-DIR-T	CF-136		ht	157.6	60.8	2	10	-1	0	9.2	957	933	K		hargrave 2021-02-13 20:10:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	62.8	fine
CF-136a	3	CF-136a_LP-DIR-T	CF-136		lt	159	-0.2	2	3	-1	21.5	18.3	473	273	K		hargrave 2021-02-13 20:10:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	62.8	fine
CF-136a	3	CF-136a_LP-DIR-T	CF-136		lt	28.3	77.5	2	3	100	21.5	18.3	473	273	K		hargrave 2021-02-13 20:10:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	62.8	fine
CF-136a	3	CF-136a_LP-DIR-T	CF-136		ht	286.9	32.3	2	10	100	0	9.2	957	933	K		hargrave 2021-02-13 20:10:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	62.8	fine
CF-136a	3	CF-136a_LP-DIR-T	CF-136		ht	291.6	26.9	2	10	0	0	9.2	957	933	K		hargrave 2021-02-13 20:10:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	62.8	fine
CF-137a	0	CF-137a_LP-DIR-T	CF-137		ht	299.1	15	2	11	0	0	4.8	960	933	K		hargrave 2021-02-13 19:34:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	63.3	silt
CF-137a	0	CF-137a_LP-DIR-T	CF-137		mt	130.4	44.4	2	11	-1	6.7	7.1	893	723	K		hargrave 2021-02-13 19:34:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	63.3	silt
CF-137a	0	CF-137a_LP-DIR-T	CF-137		mt	296.4	26.8	2	11	0	6.7	7.1	893	723	K		hargrave 2021-02-13 19:34:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	63.3	silt
CF-137a	0	CF-137a_LP-DIR-T	CF-137		ht	296.6	21.6	2	11	100	0	4.8	960	933	K		hargrave 2021-02-13 19:34:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	63.3	silt
CF-137a	0	CF-137a_LP-DIR-T	CF-137		mt	291.8	32.9	2	11	100	6.7	7.1	893	723	K		hargrave 2021-02-13 19:34:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	63.3	silt
CF-137a	0	CF-137a_LP-DIR-T	CF-137		ht	113.5	47	2	11	-1	0	4.8	960	933	K		hargrave 2021-02-13 19:34:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	63.3	silt
CF-137a	0		CF-137													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	63.3	silt
CF-138a	2	CF-138a_LP-DIR-T	CF-138		mt	299.3	36.5	3	10	100	11.1	5.4	883	723	K		hargrave 2021-02-13 19:36:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	63.9	very fine
CF-138a	2		CF-138													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	63.9	very fine
CF-138a	2	CF-138a_LP-DIR-T	CF-138		lt	10.9	65.7	3	3	100	38.4	4	473	273	K		hargrave 2021-02-13 19:36:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	63.9	very fine
CF-138a	2	CF-138a_LP-DIR-T	CF-138		ht	292.1	20.6	3	12	100	0	3.1	960	923	K		hargrave 2021-02-13 19:36:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	63.9	very fine
CF-138a	2	CF-138a_LP-DIR-T	CF-138		lt	4.4	56.4	3	3	0	38.4	4	473	273	K		hargrave 2021-02-13 19:36:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	63.9	very fine
CF-138a	2	CF-138a_LP-DIR-T	CF-138		ht	294.7	14.6	3	12	0	0	3.1	960	923	K		hargrave 2021-02-13 19:36:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	63.9	very fine
CF-138a	2	CF-138a_LP-DIR-T	CF-138		mt	146	54.9	3	10	-1	11.1	5.4	883	723	K		hargrave 2021-02-13 19:36:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	63.9	very fine
CF-138a	2	CF-138a_LP-DIR-T	CF-138		lt	146.6	5.1	3	3	-1	38.4	4	473	273	K		hargrave 2021-02-13 19:36:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	63.9	very fine
CF-138a	2	CF-138a_LP-DIR-T	CF-138		ht	138.5	71.6	3	12	-1	0	3.1	960	923	K		hargrave 2021-02-13 19:36:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	63.9	very fine
CF-138a	2	CF-138a_LP-DIR-T	CF-138		mt	303.9	29.4	3	10	0	11.1	5.4	883	723	K		hargrave 2021-02-13 19:36:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	63.9	very fine
CF-139a	1	CF-139a_LP-DIR-T	CF-139		lt	5.4	64.7	3	3	100	48.5	0.3	473	273	K		hargrave 2021-02-13 19:37:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	64.2	silt
CF-139a	1	CF-139a_LP-DIR-T	CF-139		mt	292	34.3	3	11	100	9.8	6.5	883	723	K		hargrave 2021-02-13 19:37:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	64.2	silt
CF-139a	1	CF-139a_LP-DIR-T	CF-139		ht	289.3	19.3	3	9	100	0	1.4	960	941	K		hargrave 2021-02-13 19:37:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	64.2	silt
CF-139a	1	CF-139a_LP-DIR-T	CF-139		mt	150.5	58.3	3	11	-1	9.8	6.5	883	723	K		hargrave 2021-02-13 19:37:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	64.2	silt
CF-139a	1	CF-139a_LP-DIR-T	CF-139		lt	0.5	55.2	3	3	0	48.5	0.3	473	273	K		hargrave 2021-02-13 19:37:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	64.2	silt
CF-139a	1	CF-139a_LP-DIR-T	CF-139		ht	291.8	13.7	3	9	0	0	1.4	960	941	K		hargrave 2021-02-13 19:37:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	64.2	silt
CF-139a	1	CF-139a_LP-DIR-T	CF-139		lt	145.5	6.1	3	3	-1	48.5	0.3	473	273	K		hargrave 2021-02-13 19:37:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	64.2	silt
CF-139a	1	CF-139a_LP-DIR-T	CF-139		ht	137.3	72.6	3	9	-1	0	1.4	960	941	K		hargrave 2021-02-13 19:37:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	64.2	silt
CF-139a	1	CF-139a_LP-DIR-T	CF-139		mt	296.7	28.1	3	11	0	9.8	6.5	883	723	K		hargrave 2021-02-13 19:37:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	64.2	silt
CF-139a	1		CF-139													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	64.2	silt
CF-13a	4	CF-13a_LP-DIR-T	CF-13		mt	297.6	41	3	7	0	13.6	9.5	873	773	K		hargrave 2020-11-24 21:45:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	7.1	medium
CF-13a	4	CF-13a_LP-DIR-T	CF-13		ht	248.1	28.5	3	6	100	0	9.6	954	941	K		hargrave 2020-11-24 21:45:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	7.1	medium
CF-13a	4	CF-13a_LP-DIR-T	CF-13		lt	355.6	69.7	3	3	0	25.4	3.7	473	273	K		hargrave 2020-11-24 21:45:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	7.1	medium
CF-13a	4	CF-13a_LP-DIR-T	CF-13		mt	289.9	47	3	7	100	13.6	9.5	873	773	K		hargrave 2020-11-24 21:45:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	7.1	medium
CF-13a	4	CF-13a_LP-DIR-T	CF-13		ht	253.6	29.5	3	6	0	0	9.6	954	941	K		hargrave 2020-11-24 21:45:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	7.1	medium
CF-13a	4	CF-13a_LP-DIR-T	CF-13		lt	3.9	79.4	3	3	100	25.4	3.7	473	273	K		hargrave 2020-11-24 21:45:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	7.1	medium
CF-13a	4	CF-13a_LP-DIR-T	CF-13		mt	197.6	-12.1	3	7	-1	13.6	9.5	873	773	K		hargrave 2020-11-24 21:45:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	7.1	medium
CF-13a	4	CF-13a_LP-DIR-T	CF-13		ht	160.2	-23.5	3	6	-1	0	9.6	954	941	K		hargrave 2020-11-24 21:45:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	7.1	medium
CF-13a	4		CF-13													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	7.1	medium
CF-13a	4	CF-13a_LP-DIR-T	CF-13		lt	203	28.7	3	3	-1	25.4	3.7	473	273	K		hargrave 2020-11-24 21:45:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	7.1	medium
CF-140a	1	CF-140a_LP-DIR-T	CF-140		mt	292.4	24	2	11	100	8.9	9.8	893	723	K		hargrave 2021-02-13 19:39:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	64.7	silt
CF-140a	1		CF-140													James Pierce				This study	LP-NOMAG				Cut Face Creek	CF	64.7	silt
CF-140a	1	CF-140a_LP-DIR-T	CF-140		mt	295.4	17.9	2	11	0	8.9	9.8	893	723	K		hargrave 2021-02-13 19:39:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	64.7	silt
CF-140a	1	CF-140a_LP-DIR-T	CF-140		ht	84.7	49.6	2	7	-1	0	1.2	960	947	K		hargrave 2021-02-13 19:39:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF	64.7	silt
CF-140a	1	CF-140a_LP-DIR-T	CF-140		mt	103.6	50.1	2	11	-1	8.9	9.8	893	723	K		hargrave 2021-02-13 19:39:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	64.7	silt
CF-140a	1	CF-140a_LP-DIR-T	CF-140		ht	294.9	5.7	2	7	0	0	1.2	960	947	K		hargrave 2021-02-13 19:39:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF	64.7	silt
CF-140a	1	CF-140a_LP-DIR-T	CF-140		ht	293.7	11.9	2	7	100	0	1.2	960	947	K		hargrave 2021-02-13 19:39:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF	64.7	silt
CF-141a	1	CF-141a_LP-DIR-T	CF-141		ht	286.9	18.3	2	11	100	3.1	5.9	960	933	K		hargrave 2021-02-13 19:40:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	65.4	silt
CF-141a	1	CF-141a_LP-DIR-T	CF-141		ht	104.4	50.1	2	11	-1	3.1	5.9	960	933	K		hargrave 2021-02-13 19:40:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	65.4	silt
CF-141a	1	CF-141a_LP-DIR-T	CF-141		mt	128.4	43	2	10	-1	12.7	10.3	873	723	K		hargrave 2021-02-13 19:40:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Cut Face Creek	CF	65.4	silt
CF-141a	1	CF-141a_LP-DIR-T	CF-141		mt	286	36.1	2	10	100	12.7	10.3	873	723	K		hargrave 2021-02-13 19:40:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Cut Face Creek	CF	65.4	silt
CF-141a	1	CF-141a_LP-DIR-T	CF-141		ht	289.3	13	2	11	0	3.1	5.9	960	933	K		hargrave 2021-02-13 19:40:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Cut Face Creek	CF	65.4	silt
