tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
CF-173a	CF-173a_LP-DIR-T	CF-173		ht	278.1	27.8	1	3	0	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:37:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-173a	CF-173a_LP-DIR-T	CF-173		ht	272.7	31.0	1	3	100	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:37:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-173a		CF-173										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-173a	CF-173a_LP-DIR-T	CF-173		ht	137.8	52.4	1	3	-1	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:37:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-174a	CF-174a_LP-DIR-T	CF-174		ht	281.9	38.9	1	3	100	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:41:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-174a	CF-174a_LP-DIR-T	CF-174		ht	149.8	61.4	1	3	-1	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:41:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-174a		CF-174										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-174a	CF-174a_LP-DIR-T	CF-174		ht	288.4	34.1	1	3	0	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:41:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-175a	CF-175a_LP-DIR-T	CF-175		ht	153.3	63.8	1	3	-1	0.0	2.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:43:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-175a		CF-175										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-175a	CF-175a_LP-DIR-T	CF-175		ht	287.2	26.1	1	3	0	0.0	2.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:43:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-175a	CF-175a_LP-DIR-T	CF-175		ht	282.4	30.9	1	3	100	0.0	2.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:43:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-176a		CF-176										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-176a	CF-176a_LP-DIR-T	CF-176		ht	285.8	39.3	1	3	100	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:44:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-176a	CF-176a_LP-DIR-T	CF-176		ht	292.1	34.0	1	3	0	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:44:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-176a	CF-176a_LP-DIR-T	CF-176		ht	160.3	63.2	1	3	-1	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:44:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-177a		CF-177										Sedimentary	Sediment Layer	Siltstone:Sandstone													Cut Face Creek	CF
CF-177a		CF-177										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-178a		CF-178										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-178a	CF-178a_LP-DIR-T	CF-178		ht	301.5	40.7	1	3	0	0.0	7.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:47:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-178a	CF-178a_LP-DIR-T	CF-178		ht	153.0	45.2	1	3	-1	0.0	7.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:47:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-178a	CF-178a_LP-DIR-T	CF-178		ht	294.2	47.3	1	3	100	0.0	7.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:47:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-179a	CF-179a_LP-DIR-T	CF-179		ht	132.3	67.7	1	3	-1	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:49:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-179a	CF-179a_LP-DIR-T	CF-179		ht	287.4	25.0	1	3	100	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:49:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-179a	CF-179a_LP-DIR-T	CF-179		ht	290.8	19.6	1	3	0	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:49:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-179a		CF-179										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-17a	CF-17a_LP-DIR-T	CF-17		ht	182.7	-45.9	1	3	-1	0.0	5.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:19:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-17a		CF-17										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-17a	CF-17a_LP-DIR-T	CF-17		ht	283.9	41.2	1	3	100	0.0	5.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:19:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-17a	CF-17a_LP-DIR-T	CF-17		ht	290.8	36.1	1	3	0	0.0	5.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:19:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-180a		CF-180										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-181a		CF-181										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-182a	CF-182a_LP-DIR-T	CF-182		ht	231.0	78.1	1	3	-1	0.0	1.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:54:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-182a	CF-182a_LP-DIR-T	CF-182		ht	285.0	14.4	1	3	0	0.0	1.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:54:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-182a	CF-182a_LP-DIR-T	CF-182		ht	282.3	18.9	1	3	100	0.0	1.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:54:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-182a		CF-182										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-183a		CF-183										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-183a	CF-183a_LP-DIR-T	CF-183		ht	109.2	42.4	1	3	-1	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:55:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-183a	CF-183a_LP-DIR-T	CF-183		ht	285.7	22.8	1	3	0	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:55:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-183a	CF-183a_LP-DIR-T	CF-183		ht	281.5	27.4	1	3	100	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:55:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-185a		CF-185										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-185a	CF-185a_LP-DIR-T	CF-185		ht	295.4	38.5	1	3	0	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:59:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-185a	CF-185a_LP-DIR-T	CF-185		ht	288.2	44.3	1	3	100	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:59:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-185a	CF-185a_LP-DIR-T	CF-185		ht	139.5	49.1	1	3	-1	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:59:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-186a		CF-186										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-186a		CF-186										Sedimentary	Sediment Layer	Siltstone:Sandstone													Cut Face Creek	CF
CF-18a	CF-18a_LP-DIR-T	CF-18		ht	298.3	38.2	1	3	0	0.0	3.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:21:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-18a	CF-18a_LP-DIR-T	CF-18		ht	291.4	44.4	1	3	100	0.0	3.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:21:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-18a	CF-18a_LP-DIR-T	CF-18		ht	199.9	-51.0	1	3	-1	0.0	3.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:21:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-18a		CF-18										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-19a		CF-19										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-19a	CF-19a_LP-DIR-T	CF-19		ht	290.8	36.3	1	3	100	0.0	2.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:22:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-19a	CF-19a_LP-DIR-T	CF-19		ht	296.0	30.3	1	3	0	0.0	2.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:22:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-19a	CF-19a_LP-DIR-T	CF-19		ht	332.8	34.8	1	3	-1	0.0	2.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:22:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-1a		CF-1										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-1a	CF-1a_LP-DIR-T	CF-1		ht	294.8	21.1	1	3	0	0.0	3.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:51:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-1a	CF-1a_LP-DIR-T	CF-1		ht	157.5	19.3	1	3	-1	0.0	3.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:51:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-1a	CF-1a_LP-DIR-T	CF-1		ht	291.2	27.1	1	3	100	0.0	3.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:51:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-20a	CF-20a_LP-DIR-T	CF-20		ht	306.2	30.9	1	3	0	0.0	2.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:24:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-20a	CF-20a_LP-DIR-T	CF-20		ht	301.5	38.3	1	3	100	0.0	2.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:24:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-20a	CF-20a_LP-DIR-T	CF-20		ht	336.3	39.2	1	3	-1	0.0	2.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:24:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-20a		CF-20										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-21a		CF-21										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-21a	CF-21a_LP-DIR-T	CF-21		ht	2.2	40.0	1	3	-1	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:28:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-21a	CF-21a_LP-DIR-T	CF-21		ht	294.0	35.0	1	3	0	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:28:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-21a	CF-21a_LP-DIR-T	CF-21		ht	287.6	40.6	1	3	100	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:28:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-22a	CF-22a_LP-DIR-T	CF-22		ht	303.6	44.4	1	3	-1	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:29:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-22a		CF-22										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-22a	CF-22a_LP-DIR-T	CF-22		ht	284.2	44.9	1	3	100	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:29:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-22a	CF-22a_LP-DIR-T	CF-22		ht	291.9	39.6	1	3	0	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:29:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-23a	CF-23a_LP-DIR-T	CF-23		ht	285.2	29.8	1	3	100	0.0	4.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:31:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-23a		CF-23										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-23a	CF-23a_LP-DIR-T	CF-23		ht	289.6	24.6	1	3	0	0.0	4.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:31:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-23a	CF-23a_LP-DIR-T	CF-23		ht	337.0	33.9	1	3	-1	0.0	4.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:31:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-24a	CF-24a_LP-DIR-T	CF-24		ht	280.2	35.4	1	3	100	0.0	3.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:32:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-24a	CF-24a_LP-DIR-T	CF-24		ht	311.2	42.4	1	3	-1	0.0	3.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:32:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-24a	CF-24a_LP-DIR-T	CF-24		ht	286.1	30.9	1	3	0	0.0	3.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:32:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-24a		CF-24										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-25a		CF-25										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-26a		CF-26										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-27a		CF-27										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-27a	CF-27a_LP-DIR-T	CF-27		ht	126.9	-7.0	1	3	-1	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-17 15:56:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-27a	CF-27a_LP-DIR-T	CF-27		ht	299.2	35.2	1	3	0	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-17 15:56:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-27a	CF-27a_LP-DIR-T	CF-27		ht	293.1	41.6	1	3	100	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-17 15:56:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-28a		CF-28										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-28a	CF-28a_LP-DIR-T	CF-28		ht	92.8	40.4	1	3	-1	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:40:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-28a	CF-28a_LP-DIR-T	CF-28		ht	282.3	23.7	1	3	0	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:40:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-28a	CF-28a_LP-DIR-T	CF-28		ht	277.9	27.7	1	3	100	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:40:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-29a	CF-29a_LP-DIR-T	CF-29		ht	297.8	26.3	1	3	0	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:41:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-29a	CF-29a_LP-DIR-T	CF-29		ht	293.4	32.6	1	3	100	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:41:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-29a		CF-29										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-29a	CF-29a_LP-DIR-T	CF-29		ht	309.9	31.6	1	3	-1	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:41:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-2a	CF-2a_LP-DIR-T	CF-2		ht	261.1	21.7	1	3	-1	0.0	6.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:52:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-2a	CF-2a_LP-DIR-T	CF-2		ht	286.4	22.6	1	3	0	0.0	6.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:52:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-2a	CF-2a_LP-DIR-T	CF-2		ht	282.3	27.3	1	3	100	0.0	6.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:52:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-2a		CF-2										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-30a		CF-30										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-30a	CF-30a_LP-DIR-T	CF-30		ht	265.9	35.5	1	3	-1	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:43:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-30a	CF-30a_LP-DIR-T	CF-30		ht	290.2	34.8	1	3	0	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:43:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-30a	CF-30a_LP-DIR-T	CF-30		ht	283.6	39.8	1	3	100	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:43:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-31a		CF-31										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
